Loyalty_customer_No ,Loyalty_customer_Yes,Product_Category_Child_care,Product_Category_Cosmetics,Product_Category_Educational,Product_Category_Fashion,Product_Category_Home_decor,Product_Category_Hospitality,Product_Category_Organic,Product_Category_Pet_care,Product_Category_Repair,Product_Category_Technology,Stall_no,Market_Category,Grade,Demand,Discount_avail,charges_1,charges_2 (%),Minimum_price,Maximum_price,Selling_Price
1,0,0,0,0,0,0,0,0,1,0,0,44.0,165,0,50,0.0,126.0,3.0,1419.0,2337.0,1991.730816
1,0,1,0,0,0,0,0,0,0,0,0,3.0,108,0,83,1.0,251.0,15.0,2159.0,3827.0,480.25676160000006
1,0,0,0,0,0,0,0,0,1,0,0,46.0,14,0,26,0.0,132.0,10.0,3280.0,3932.0,3732.255975
1,0,0,0,0,0,0,1,0,0,0,0,13.0,57,0,93,0.0,293.0,10.0,1574.0,3015.0,2552.497024
0,1,0,0,0,0,0,0,0,0,1,0,2.0,460,3,46,0.0,261.0,10.254503560955174,328.0,530.0,685.792656
0,1,0,0,0,0,0,0,1,0,0,0,22.0,55,0,3,0.0,124.0,7.0,3623.0,4904.0,4390.040952
1,0,0,0,0,1,0,0,0,0,0,0,31.0,128,1,12,0.0,371.0,16.0,2452.0,6362.493309260833,3639.356028
1,0,1,0,0,0,0,0,0,0,0,0,1.0,23,1,44,0.0,264.9522209387798,10.254503560955174,2433.0,3583.0,3278.293776
1,0,0,0,0,0,0,0,0,0,0,1,47.0,126,0,52,1.0,518.0,14.0,1853.0,2393.0,394.05728880000004
0,1,0,0,0,0,1,0,0,0,0,0,35.0,3,0,62,1.0,264.9522209387798,16.0,3092.0,5547.0,672.9143849999999
1,0,0,0,0,0,1,0,0,0,0,0,32.0,74,0,91,0.0,230.0,14.0,3409.0,4732.0,4244.1907200000005
0,1,0,0,0,0,0,0,0,0,1,0,10.0,116,0,41,0.0,222.0,2.0,4604.0,6252.0,5614.923024000001
1,0,0,0,1,0,0,0,0,0,0,0,7.0,188,0,30,0.0,128.0,9.0,2506.0,3399.0,3075.4521
1,0,0,0,0,0,0,0,1,0,0,0,1.0,177,0,71,0.0,146.0,5.0,9947.0,15624.0,12808.5111
1,0,0,0,0,0,0,0,0,1,0,0,31.0,250,0,1,0.0,154.0,10.0,5130.0,6621.0,6034.776462
0,1,0,0,1,0,0,0,0,0,0,0,7.0,100,0,83,0.0,134.0,11.0,1276.0,1586.0,1544.011392
1,0,0,0,1,0,0,0,0,0,0,0,17.0,407,0,89,0.0,170.0,10.254503560955174,2782.0,4964.0,3990.122752
0,1,1,0,0,0,0,0,0,0,0,0,7.0,14,0,33,0.0,306.0,6.0,3326.0,4462.0,4191.83415
1,0,0,0,0,0,0,0,0,0,0,1,30.0,70,2,95,0.0,580.0,8.0,1263.0,6362.493309260833,2649.972864
0,1,0,0,1,0,0,0,0,0,0,0,48.0,350,1,58,0.0,102.0,15.0,3380.0,6026.0,4781.25288
1,0,0,0,1,0,0,0,0,0,0,0,2.0,2,1,40,0.0,167.0,12.0,3067.0,5108.0,4163.573275
0,1,0,0,1,0,0,0,0,0,0,0,46.0,358,3,79,0.0,168.0,17.0,7851.0,13085.0,10547.261999999999
1,0,0,0,0,0,0,0,0,0,1,0,24.0,124,0,36,0.0,214.0,5.0,2316.0,3277.0,3004.37025
0,1,0,0,0,0,0,1,0,0,0,0,5.0,113,0,89,0.0,243.0,8.0,1993.0,4845.0,3611.9677439999996
1,0,0,0,0,0,0,1,0,0,0,0,14.0,358,3,64,0.0,291.0,14.0,4394.0,17318.0,11050.578000000001
1,0,0,0,0,0,0,1,0,0,0,0,27.0,23,2,6,0.0,327.0,9.0,1373.0,2008.0,2018.818098
0,1,0,0,0,0,0,0,0,0,0,1,42.0,111,1,83,0.0,620.0,12.0,1152.0,1995.0,2163.776384
1,0,1,0,0,0,0,0,0,0,0,0,49.0,469,0,40,0.0,262.0,8.0,5763.0,7512.0,6749.451775
0,1,0,1,0,0,0,0,0,0,0,0,30.0,320,0,24,1.0,217.0,16.0,2115.0,13146.0,1176.00910875
0,1,0,0,0,0,0,0,0,1,0,0,48.0,152,0,36,0.0,145.0,7.0,1237.0,1580.0,1550.603775
0,1,0,0,0,0,0,0,0,0,1,0,32.0,165,0,45,1.0,219.0,1.0,2456.0,3870.0,504.1009728
0,1,0,0,0,0,0,0,0,0,0,1,1.0,294,2,28,0.0,494.0,8.0,3204.0,5400.0,4787.4414
1,0,0,0,0,0,0,1,0,0,0,0,6.0,443,0,39,0.0,301.0,7.0,7681.0,12973.0,10608.641925
0,1,0,0,0,0,0,0,0,0,1,0,16.0,452,0,74,1.0,292.0,10.254503560955174,4402.0,6416.0,847.2415050000001
0,1,0,0,0,1,0,0,0,0,0,0,23.0,87,0,42,0.0,385.0,10.254503560955174,2175.0,6362.493309260833,4723.186896
1,0,0,0,0,1,0,0,0,0,0,0,39.0,55,0,19,0.0,371.0,11.0,1352.0,4018.0,3058.644105
0,1,1,0,0,0,0,0,0,0,0,0,26.0,165,0,93,0.0,344.0,16.0,1780.0,2750.0,2574.998272
1,0,0,0,0,0,0,0,0,1,0,0,37.0,165,0,20,0.0,147.0,6.0,2231.0,3719.0,3053.49495
0,1,0,0,0,0,1,0,0,0,0,0,14.0,256,0,88,1.0,298.0,10.0,6223.0,17788.0,1820.7249984
0,1,0,0,0,0,1,0,0,0,0,0,31.0,451,0,77,0.0,267.0,12.0,3361.0,4221.0,4021.9245
1,0,0,0,1,0,0,0,0,0,0,0,8.0,3,0,44,0.0,145.0,11.0,2519.0,5365.0,4065.155424
0,1,0,1,0,0,0,0,0,0,0,0,33.0,447,0,58,0.0,261.0,13.0,2261.0,4076.0,3411.644832
0,1,0,0,1,0,0,0,0,0,0,0,28.0,443,0,2,1.0,112.0,6.0,2472.0,3798.0,487.28326680000004
1,0,0,0,1,0,0,0,0,0,0,0,42.0,70,2,94,0.0,133.0,16.0,1168.0,1637.0,1515.596544
0,1,0,0,0,0,0,0,1,0,0,0,17.0,14,0,89,0.0,137.0,8.0,2977.0,4095.0,3622.8980479999996
1,0,0,0,0,0,0,0,1,0,0,0,50.0,84,0,30,0.0,264.9522209387798,7.0,1601.0,2552.0,2181.482625
1,0,0,0,0,1,0,0,0,0,0,0,33.0,443,0,26,0.0,371.0,13.0,9568.0,13189.0,11734.879275
1,0,0,0,0,0,0,1,0,0,0,0,11.0,24,0,21,0.0,318.0,14.0,5737.0,8135.0,7245.550725
0,1,0,0,1,0,0,0,0,0,0,0,18.0,63,1,48,0.0,128.0,12.0,3124.0,9391.0,6352.094736
0,1,0,1,0,0,0,0,0,0,0,0,22.0,450,0,72,0.0,229.0,16.0,962.0,2911.0,2146.9139999999998
0,1,0,0,0,0,0,0,1,0,0,0,45.0,437,0,71,0.0,121.0,6.0,5211.0,7413.0,6372.4221
1,0,0,0,0,1,0,0,0,0,0,0,33.0,469,2,88,0.0,381.0,15.0,3659.0,4933.0,4615.998464
0,1,0,0,0,0,0,0,0,1,0,0,16.0,111,1,31,0.0,134.0,2.0,1542.0,3307.0,2552.58255
0,1,0,0,1,0,0,0,0,0,0,0,11.0,320,0,82,0.0,155.0,9.0,7410.0,12804.0,10123.19616
1,0,0,0,0,0,0,0,0,0,0,1,46.0,114,0,64,0.0,511.0,5.0,1659.0,6844.0,4716.9837
0,1,0,0,0,1,0,0,0,0,0,0,35.0,11,3,1,1.0,359.0,14.0,514.0,1168.0,180.15898230000002
1,0,0,0,0,0,0,0,0,1,0,0,22.0,38,3,50,0.0,196.0,6.0,3443.0,10521.0,7136.223984
0,1,0,0,0,0,0,0,0,0,0,1,14.0,462,3,65,0.0,585.0,9.0,4324.0,7795.0,6583.4505
0,1,0,0,0,0,1,0,0,0,0,0,31.0,441,0,49,0.0,239.0,12.0,3326.0,5286.0,4521.048911999999
0,1,1,0,0,0,0,0,0,0,0,0,25.0,13,3,17,0.0,321.0,12.0,519.0,2398.0,1781.071875
0,1,1,0,0,0,0,0,0,0,0,0,44.0,68,0,72,0.0,259.0,16.0,1691.0,3617.0,2888.0775
0,1,0,0,1,0,0,0,0,0,0,0,45.0,24,0,60,1.0,106.0,12.0,7805.0,10083.0,1328.52953625
0,1,0,0,1,0,0,0,0,0,0,0,40.0,452,0,66,0.0,126.0,11.0,3304.0,4400.0,3942.4176
1,0,0,1,0,0,0,0,0,0,0,0,15.0,55,0,19,0.0,218.0,16.0,941.0,3173.0,2278.062171
1,0,0,0,0,0,1,0,0,0,0,0,9.0,23,2,88,0.0,247.0,11.0,862.0,3562.0,2425.985408
0,1,0,0,0,0,0,0,1,0,0,0,45.0,94,2,5,0.0,115.0,7.0,3051.0,9645.0,6466.793256
0,1,0,1,0,0,0,0,0,0,0,0,28.0,24,0,24,0.0,253.0,16.0,4637.0,6643.0,5887.26495
1,0,0,0,0,0,0,0,1,0,0,0,3.0,152,0,98,0.0,119.0,5.0,8659.0,12804.0,10699.545472
0,1,0,0,0,0,0,0,0,1,0,0,33.0,447,0,12,1.0,159.0,3.0,2922.0,4474.0,578.65862835
1,0,0,0,0,0,0,0,0,0,0,1,12.0,113,0,59,0.0,510.0,16.0,5894.0,12993.0,9904.810895999999
0,1,0,0,1,0,0,0,0,0,0,0,35.0,205,0,8,0.0,142.0,5.0,1940.0,2659.0,2442.4057350000003
1,0,0,0,0,0,1,0,0,0,0,0,28.0,441,2,80,0.0,236.0,11.0,3837.0,5611.0,4853.483
0,1,0,0,1,0,0,0,0,0,0,0,50.0,24,0,28,0.0,118.0,8.0,5111.0,7068.0,6196.839075
0,1,0,0,0,1,0,0,0,0,0,0,40.0,38,3,70,0.0,362.0,12.0,2629.0,5886.0,4578.3639
0,1,0,0,0,1,0,0,0,0,0,0,5.0,151,0,11,0.0,395.0,16.0,1440.0,5338.0,3789.041058
1,0,0,1,0,0,0,0,0,0,0,0,39.0,65,2,79,0.0,279.0,16.0,6665.0,9581.0,8330.85
0,1,0,0,0,1,0,0,0,0,0,0,26.0,358,3,22,0.0,368.0,10.254503560955174,1527.0,6608.0,4428.870075
1,0,0,0,0,0,0,0,0,1,0,0,6.0,186,0,87,0.0,143.0,11.0,2560.0,3760.0,3258.866688
1,0,0,0,0,0,0,0,1,0,0,0,36.0,93,2,17,0.0,146.0,8.0,4006.0,5684.0,4994.380512
0,1,1,0,0,0,0,0,0,0,0,0,3.0,3,0,41,1.0,329.0,17.0,2248.0,4446.0,548.7190776000001
1,0,0,0,0,0,1,0,0,0,0,0,7.0,443,0,31,0.0,215.0,13.0,6080.0,8350.0,7420.78155
0,1,1,0,0,0,0,0,0,0,0,0,4.0,443,0,16,0.0,309.0,6.0,3271.0,5027.0,4460.043951
0,1,0,0,0,0,0,1,0,0,0,0,6.0,294,2,79,0.0,291.0,11.0,2810.0,4945.0,4131.0423
0,1,0,0,0,0,0,0,1,0,0,0,32.0,132,0,38,0.0,125.0,9.0,2275.0,9802.0,6153.507675
0,1,0,0,0,0,0,0,0,1,0,0,33.0,441,0,76,0.0,182.0,11.0,3469.0,6250.0,4996.3815
1,0,1,0,0,0,0,0,0,0,0,0,43.0,443,0,65,0.0,275.0,8.0,4923.0,6414.0,5888.5497
0,1,0,0,0,0,0,0,1,0,0,0,10.0,14,0,67,0.0,145.0,5.0,3095.0,4095.0,3704.382
1,0,0,0,0,0,0,0,0,1,0,0,40.0,90,0,53,0.0,115.0,10.254503560955174,1378.0,2607.0,2095.3931039999998
1,0,1,0,0,0,0,0,0,0,0,0,31.0,156,0,17,0.0,347.0,9.0,3945.0,6078.0,5362.473699
1,0,0,0,0,0,0,0,0,0,0,1,2.0,452,0,24,0.0,545.0,10.0,4604.0,6477.0,6075.8124
1,0,0,1,0,0,0,0,0,0,0,0,50.0,3,0,16,1.0,218.0,17.0,3231.0,4730.0,630.72742095
1,0,0,0,0,0,1,0,0,0,0,0,31.0,445,0,1,0.0,284.0,16.0,2934.0,3890.0,3701.089854
0,1,0,0,0,0,0,0,0,0,1,0,33.0,74,0,84,0.0,238.0,2.0,2844.0,4252.0,3732.181376
1,0,0,0,0,0,0,0,0,0,1,0,41.0,55,0,39,0.0,220.0,2.0,1209.0,2889.0,2263.736475
0,1,0,0,1,0,0,0,0,0,0,0,10.0,441,2,78,0.0,120.0,13.0,4547.0,6119.0,5405.3307
0,1,0,0,0,0,0,0,1,0,0,0,14.0,3,0,37,0.0,127.0,7.0,2747.0,4378.0,3682.760025
0,1,0,0,0,0,0,0,0,0,0,1,42.0,444,1,5,0.0,508.0,10.0,5789.0,7196.0,7006.289301000001
1,0,0,0,0,0,0,0,0,0,1,0,14.0,58,1,62,0.0,211.0,7.0,3039.0,4130.0,3760.0299
1,0,0,0,0,1,0,0,0,0,0,0,5.0,188,0,33,0.0,397.0,11.0,2364.0,3478.0,3312.906975
0,1,0,0,1,0,0,0,0,0,0,0,21.0,65,2,99,0.0,120.0,9.0,4637.0,8545.0,6620.206208
0,1,0,0,0,0,0,0,0,0,0,1,35.0,24,0,78,0.0,571.0,17.0,7845.0,10987.0,9902.9799
0,1,0,0,0,0,0,0,0,1,0,0,48.0,452,0,59,0.0,178.0,1.0,5135.0,6362.493309260833,6061.049424
0,1,0,0,0,0,0,0,0,0,0,1,34.0,198,0,78,0.0,629.0,5.0,2816.0,4151.0,4073.0976
0,1,0,0,1,0,0,0,0,0,0,0,49.0,23,1,36,1.0,136.0,15.0,2906.0,5521.0,651.7395675
0,1,0,1,0,0,0,0,0,0,0,0,17.0,423,0,21,0.0,216.0,16.0,5828.0,8212.0,7229.111925
0,1,0,0,0,0,0,0,0,0,0,1,5.0,162,1,4,0.0,579.0,15.0,4604.0,5729.0,5752.674675
0,1,0,0,0,0,0,0,0,0,1,0,17.0,441,0,26,0.0,240.0,9.0,6427.0,8745.0,7813.247925
0,1,0,0,0,0,0,0,0,0,1,0,11.0,58,0,37,0.0,283.0,3.0,4155.0,5726.0,5211.91755
1,0,0,0,0,0,0,0,0,0,1,0,44.0,444,1,53,0.0,250.0,2.0,6688.0,8947.0,8017.418016
0,1,0,0,0,1,0,0,0,0,0,0,2.0,470,0,48,0.0,391.0,17.0,2890.0,4394.0,4013.3391840000004
1,0,0,0,0,0,1,0,0,0,0,0,11.0,24,0,80,0.0,264.9522209387798,15.0,2341.0,3241.0,3022.615725
1,0,0,1,0,0,0,0,0,0,0,0,9.0,37,2,39,1.0,220.0,17.0,6742.0,9835.0,1275.19252875
0,1,0,0,0,0,0,0,1,0,0,0,11.0,93,2,58,0.0,106.0,6.0,3923.0,7689.0,5877.620928
0,1,1,0,0,0,0,0,0,0,0,0,30.0,11,3,32,0.0,302.0,9.0,351.0,1057.0,1004.113425
1,0,0,0,1,0,0,0,0,0,0,0,50.0,2,1,96,0.0,116.0,10.0,3227.0,4906.0,4126.283392
1,0,0,0,0,1,0,0,0,0,0,0,34.0,55,0,84,0.0,377.0,15.0,828.0,3479.0,2497.244288
0,1,0,0,0,0,0,0,1,0,0,0,14.0,63,1,55,1.0,115.0,5.0,5101.0,14039.0,1444.1648112
0,1,0,0,0,1,0,0,0,0,0,0,39.0,23,2,20,0.0,393.0,13.0,2363.0,7279.0,5102.813925
0,1,1,0,0,0,0,0,0,0,0,0,8.0,55,0,93,0.0,320.0,6.0,2120.0,4766.0,3710.852992
1,0,0,1,0,0,0,0,0,0,0,0,27.0,0,0,56,0.0,251.0,16.0,1193.0,9278.0,5459.712768
0,1,0,0,0,0,0,0,0,1,0,0,32.0,268,0,80,0.0,173.0,5.0,582.0,2331.0,1593.549825
1,0,1,0,0,0,0,0,0,0,0,0,27.0,452,0,63,0.0,273.0,16.0,3740.0,5379.0,4791.402
1,0,0,0,0,0,1,0,0,0,0,0,38.0,23,2,63,0.0,215.0,15.0,4865.0,13859.0,9495.1296
0,1,0,0,0,0,1,0,0,0,0,0,18.0,156,0,40,1.0,232.0,12.0,6741.0,9802.0,1248.28167375
0,1,0,0,0,0,0,0,0,0,1,0,43.0,447,0,10,0.0,215.0,9.0,2976.0,6362.493309260833,3751.304832
0,1,0,0,0,0,0,0,1,0,0,0,14.0,447,0,78,0.0,102.0,9.0,3498.0,4928.0,4275.6021
0,1,0,0,0,0,1,0,0,0,0,0,37.0,350,3,1,0.0,256.0,14.0,5193.0,9734.0,7729.177005
0,1,0,0,0,0,0,0,0,0,1,0,4.0,126,0,95,0.0,233.0,8.0,4989.0,7415.0,6347.224576
0,1,0,0,0,0,0,1,0,0,0,0,21.0,469,0,47,0.0,247.0,8.0,3271.0,6362.493309260833,4136.485968
0,1,0,0,0,0,0,0,1,0,0,0,23.0,23,2,19,0.0,140.0,9.0,7031.0,9270.0,8297.010215999999
0,1,0,0,1,0,0,0,0,0,0,0,25.0,451,0,89,0.0,105.0,6.0,4969.0,6312.0,5666.096128
1,0,0,0,0,0,1,0,0,0,0,0,20.0,3,0,46,1.0,275.0,11.0,1353.0,3419.0,396.9859248
0,1,0,0,0,1,0,0,0,0,0,0,28.0,450,0,19,1.0,394.0,14.0,1967.0,4750.0,563.523642
1,0,0,0,1,0,0,0,0,0,0,0,35.0,24,0,21,0.0,117.0,11.0,6041.0,7493.0,6874.2114
1,0,0,0,0,0,0,0,1,0,0,0,36.0,58,0,96,0.0,116.0,5.0,4292.0,5693.0,5037.4016
0,1,0,0,1,0,0,0,0,0,0,0,36.0,23,2,43,0.0,147.0,6.0,1028.0,1841.0,1572.232896
0,1,0,0,0,0,0,0,0,1,0,0,6.0,14,0,12,0.0,146.0,7.0,4236.0,6531.0,5532.716673
0,1,0,0,0,1,0,0,0,0,0,0,40.0,58,0,80,0.0,379.0,13.0,4206.0,5488.0,5114.57325
0,1,1,0,0,0,0,0,0,0,0,0,5.0,137,0,65,0.0,292.0,13.0,7883.0,14176.0,11222.4816
0,1,0,0,0,0,0,0,0,1,0,0,16.0,61,2,10,0.0,148.0,1.0,7828.0,11162.0,9642.985605
0,1,0,0,0,0,1,0,0,0,0,0,16.0,3,0,27,0.0,205.0,15.0,2903.0,3568.0,3436.736625
1,0,0,0,0,0,0,0,0,0,1,0,4.0,350,1,48,0.0,242.0,7.0,4738.0,8176.0,6660.617472
1,0,0,0,0,0,0,1,0,0,0,0,20.0,445,0,72,0.0,335.0,13.0,7439.0,11844.0,9889.1397
0,1,0,0,0,0,0,0,0,0,1,0,3.0,460,3,15,0.0,294.0,10.254503560955174,661.0,1296.0,1272.6627210000001
1,0,0,0,0,1,0,0,0,0,0,0,36.0,55,0,34,0.0,377.0,11.0,3766.0,5817.0,5160.835575
0,1,0,0,0,0,0,1,0,0,0,0,38.0,294,2,78,0.0,344.0,11.0,1004.0,4354.0,2995.6905
1,0,0,0,0,0,1,0,0,0,0,0,9.0,452,0,89,0.0,255.0,16.0,3583.0,4993.0,4484.342016
1,0,0,0,0,0,0,0,0,1,0,0,18.0,152,0,77,0.0,142.0,11.0,7670.0,10384.0,9087.1407
1,0,1,0,0,0,0,0,0,0,0,0,1.0,58,1,76,0.0,316.0,7.0,3035.0,4361.0,3976.4241
0,1,0,0,0,0,0,0,0,0,1,0,49.0,358,3,45,0.0,252.0,6.0,7945.0,11978.0,10154.075328
0,1,0,0,0,0,0,0,0,0,1,0,33.0,451,0,47,0.0,221.0,1.0,8380.0,12562.0,10624.61448
0,1,0,0,0,0,1,0,0,0,0,0,20.0,367,0,26,0.0,274.0,10.254503560955174,2500.0,4134.0,3585.663375
1,0,0,1,0,0,0,0,0,0,0,0,41.0,452,0,27,0.0,224.0,17.0,2820.0,3597.0,3429.355125
1,0,0,0,0,0,0,1,0,0,0,0,48.0,447,0,8,0.0,236.0,8.0,3064.0,4431.0,3986.10135
0,1,0,0,0,0,0,0,1,0,0,0,29.0,358,3,43,0.0,136.0,8.0,2053.0,7140.0,4705.868447999999
0,1,1,0,0,0,0,0,0,0,0,0,13.0,452,0,68,1.0,252.0,11.0,5593.0,8148.0,1058.8139099999999
1,0,0,0,0,0,0,0,1,0,0,0,15.0,223,2,19,0.0,109.0,9.0,5276.0,8402.0,6953.464584
0,1,0,0,0,0,0,0,1,0,0,0,29.0,463,0,72,0.0,124.0,7.0,2481.0,5190.0,3922.5582
0,1,0,0,0,1,0,0,0,0,0,0,20.0,403,0,78,0.0,373.0,14.0,2979.0,3816.0,3737.5074
0,1,0,0,0,0,0,0,0,0,1,0,19.0,186,2,65,0.0,218.0,10.254503560955174,2895.0,6362.493309260833,3835.8144
1,0,0,0,0,0,0,0,0,0,1,0,23.0,441,0,5,0.0,215.0,6.0,3326.0,4493.0,4126.437315
1,0,0,0,0,0,1,0,0,0,0,0,16.0,115,0,24,1.0,281.0,16.0,1189.0,1580.0,249.532605
0,1,0,0,0,0,0,0,0,0,0,1,14.0,137,0,56,0.0,264.9522209387798,6.0,858.0,3095.0,2545.295184
0,1,0,0,0,0,0,0,0,0,1,0,26.0,235,2,2,0.0,202.0,10.254503560955174,2769.0,5554.0,4365.5634
1,0,0,0,0,1,0,0,0,0,0,0,1.0,452,0,34,0.0,377.0,12.0,5132.0,6842.0,6355.25205
0,1,1,0,0,0,0,0,0,0,0,0,2.0,436,0,37,0.0,295.0,9.0,3406.0,5160.0,4570.395375
0,1,1,0,0,0,0,0,0,0,0,0,24.0,444,1,1,0.0,276.0,16.0,7407.0,9641.0,8812.758636
0,1,0,0,0,0,0,0,0,0,0,1,11.0,13,3,38,0.0,460.0,15.0,644.0,2503.0,2030.77035
0,1,0,0,0,0,0,0,0,0,0,1,36.0,469,0,81,0.0,534.0,16.0,3701.0,4885.0,4764.262272
0,1,0,0,0,0,0,0,0,0,0,1,24.0,24,0,16,0.0,633.0,6.0,7340.0,10547.0,9580.911812999999
1,0,1,0,0,0,0,0,0,0,0,0,10.0,24,0,7,0.0,304.0,8.0,4787.0,6556.0,5979.4419960000005
0,1,0,0,0,0,0,0,0,0,0,1,24.0,90,0,83,0.0,511.0,11.0,832.0,1286.0,1548.535296
0,1,1,0,0,0,0,0,0,0,0,0,37.0,452,0,60,0.0,261.0,6.0,6223.0,8183.0,7300.2828
0,1,0,0,0,0,0,0,1,0,0,0,7.0,460,3,48,0.0,147.0,9.0,450.0,671.0,703.4688
0,1,0,0,0,0,0,0,0,0,0,1,36.0,443,0,30,0.0,578.0,12.0,3294.0,5121.0,4778.573625
0,1,0,0,1,0,0,0,0,0,0,0,2.0,111,1,14,0.0,114.0,8.0,1630.0,2846.0,2353.554621
0,1,0,0,0,1,0,0,0,0,0,0,48.0,167,0,66,0.0,392.0,16.0,3857.0,6362.493309260833,5532.4169999999995
1,0,0,0,0,0,0,0,0,1,0,0,26.0,23,1,66,0.0,146.0,9.0,2818.0,6362.493309260833,3571.5339
0,1,1,0,0,0,0,0,0,0,0,0,24.0,55,0,29,0.0,270.0,17.0,3770.0,7441.0,5870.317425
0,1,0,0,1,0,0,0,0,0,0,0,19.0,469,0,28,1.0,132.0,17.0,7347.0,10827.0,1381.70458125
0,1,0,0,0,0,0,0,0,0,1,0,32.0,113,0,39,0.0,264.9522209387798,4.0,1607.0,3480.0,2775.5637
1,0,0,0,0,0,0,0,0,1,0,0,18.0,58,0,64,0.0,129.0,9.0,5266.0,7105.0,6256.8693
1,0,1,0,0,0,0,0,0,0,0,0,5.0,23,2,20,0.0,250.0,17.0,1879.0,6011.0,4107.171525
0,1,0,0,0,0,1,0,0,0,0,0,18.0,447,0,79,0.0,240.0,10.0,5516.0,7495.0,6684.4899
1,0,0,0,0,0,0,1,0,0,0,0,29.0,443,0,92,0.0,205.0,10.254503560955174,3077.0,4485.0,3931.21344
0,1,0,0,1,0,0,0,0,0,0,0,16.0,460,3,32,0.0,149.0,7.0,381.0,963.0,819.416325
0,1,0,0,1,0,0,0,0,0,0,0,16.0,100,0,48,0.0,146.0,12.0,1033.0,2044.0,1675.55736
0,1,0,0,0,0,1,0,0,0,0,0,26.0,294,2,15,0.0,218.0,12.0,5893.0,7811.0,7077.512178
0,1,0,0,0,1,0,0,0,0,0,0,19.0,55,0,59,0.0,264.9522209387798,15.0,2651.0,3608.0,3463.8783840000006
0,1,0,1,0,0,0,0,0,0,0,0,31.0,55,0,68,0.0,210.0,16.0,2467.0,4299.0,3562.4259
0,1,0,0,0,0,0,1,0,0,0,0,20.0,110,0,89,0.0,264.9522209387798,7.0,616.0,1819.0,1449.17696
1,0,0,0,0,1,0,0,0,0,0,0,31.0,165,0,77,0.0,360.0,17.0,5433.0,7864.0,6949.602
0,1,0,0,0,0,1,0,0,0,0,0,28.0,443,0,76,0.0,289.0,11.0,3192.0,4776.0,4234.6062
0,1,0,0,0,0,0,0,0,1,0,0,5.0,55,0,69,0.0,116.0,9.0,3977.0,5531.0,4825.5372
0,1,0,0,0,0,0,0,1,0,0,0,31.0,58,0,96,0.0,123.0,5.0,3133.0,6362.493309260833,3950.225664
0,1,0,0,0,1,0,0,0,0,0,0,41.0,443,0,39,0.0,391.0,11.0,3751.0,5429.0,4973.584875
1,0,0,0,0,0,0,0,1,0,0,0,2.0,358,3,19,0.0,103.0,10.254503560955174,7893.0,13634.0,10872.942597
0,1,0,0,0,0,0,0,0,0,1,0,21.0,3,0,68,0.0,278.0,8.0,2961.0,5958.0,4693.6593
0,1,0,0,0,0,0,1,0,0,0,0,4.0,456,0,55,0.0,300.0,9.0,857.0,6300.0,3856.876992
0,1,0,0,0,0,0,1,0,0,0,0,12.0,320,0,71,0.0,258.0,12.0,1529.0,5266.0,3622.9842
0,1,0,0,0,0,0,0,1,0,0,0,7.0,63,1,8,0.0,139.0,8.0,909.0,6420.0,3806.049357
0,1,1,0,0,0,0,0,0,0,0,0,40.0,389,2,32,0.0,266.0,9.0,2097.0,4916.0,3766.22085
0,1,0,0,1,0,0,0,0,0,0,0,46.0,446,0,12,0.0,121.0,15.0,5788.0,7424.0,6736.236309000001
0,1,0,0,0,0,0,0,0,0,1,0,3.0,358,3,49,0.0,237.0,7.0,5567.0,14116.0,10020.843504
1,0,0,0,0,0,0,1,0,0,0,0,11.0,250,0,3,1.0,213.0,11.0,1177.0,4201.0,435.7004256
0,1,0,0,0,0,0,0,0,0,1,0,29.0,225,1,61,0.0,255.0,4.0,12015.0,17116.0,14678.0667
0,1,0,0,0,0,0,1,0,0,0,0,41.0,236,0,10,0.0,255.0,9.0,1320.0,7873.0,-4855.154436
0,1,0,1,0,0,0,0,0,0,0,0,29.0,444,1,89,0.0,249.0,13.0,6177.0,8496.0,7485.671423999999
0,1,0,1,0,0,0,0,0,0,0,0,13.0,24,0,18,0.0,248.0,17.0,4339.0,6022.0,5436.766269
1,0,1,0,0,0,0,0,0,0,0,0,20.0,58,0,50,0.0,338.0,11.0,4947.0,6363.0,5960.824992
1,0,0,0,0,0,0,1,0,0,0,0,17.0,115,0,65,0.0,323.0,8.0,1859.0,2586.0,2521.8072
0,1,0,0,0,0,0,0,0,0,0,1,12.0,443,0,16,0.0,495.0,16.0,3337.0,5414.0,4877.01225
0,1,0,0,0,0,0,0,0,0,1,0,16.0,152,0,61,1.0,292.0,4.0,1108.0,1377.0,227.9475
1,0,0,0,0,0,1,0,0,0,0,0,40.0,452,0,50,0.0,254.0,10.0,5551.0,7097.0,6542.180352
1,0,1,0,0,0,0,0,0,0,0,0,41.0,65,2,49,0.0,254.0,14.0,2460.0,3636.0,3285.109872
0,1,0,0,0,0,0,0,1,0,0,0,15.0,416,2,62,0.0,108.0,9.0,4093.0,11046.0,7607.4669
1,0,0,0,1,0,0,0,0,0,0,0,31.0,98,0,50,0.0,157.0,8.0,962.0,2915.0,2083.62888
0,1,0,0,0,0,0,1,0,0,0,0,35.0,416,2,23,0.0,239.0,11.0,2843.0,9912.0,6606.9612
0,1,0,0,0,0,0,0,1,0,0,0,5.0,397,0,28,0.0,131.0,5.0,2929.0,6718.0,4944.517725
